id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type
0537172528,Wyoming,WY,56,Laramie County,021,,,,63264.0,-104.89808331876364,41.12528676311575,building
0537807168,Pennsylvania,PA,42,Allegheny County,003,Expedient,,Expedient Pittsburgh South,27441.0,-80.04253151075423,40.42737727783292,building
0543117031,Arizona,AZ,04,Maricopa County,013,Centersquare,,Centersquare: Phoenix - (PHX1 - Mesa),57992.0,-111.85899423023751,33.42128426235027,building
0543316327,Texas,TX,48,Harris County,201,DXC Technology,,,264173.0,-95.56325379028314,29.99520064778405,building
0543404966,Texas,TX,48,Harris County,201,DXC Technology,,,113970.0,-95.56398536553905,29.997307161324283,building
0544536822,Michigan,MI,26,Eaton County,045,,,Liquid Web,23079.0,-84.64299464110024,42.687951324568324,building
0544596573,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD63,Amazon IAD63,143980.0,-77.49325147292357,38.9168847531172,building
0545060574,Michigan,MI,26,Eaton County,045,,,"Liquid Web, Inc",72843.0,-84.66608910001227,42.70539040001098,building
0545396372,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD62,Amazon IAD62,149941.0,-77.51987469094145,38.94932164782646,building
0545704217,Georgia,GA,13,Cobb County,067,,,,18558.0,-84.67590752731094,34.0707036329806,building
0545730285,Iowa,IA,19,Polk County,153,Facebook,,Facebook Altoona Data Center,20353917.0,-93.51263943380947,41.66758723939012,campus
0547156394,Ohio,OH,39,Franklin County,049,,,TJX Corporate Techno,102681.0,-82.8106258545681,40.10386011394031,building
0547156405,Ohio,OH,39,Franklin County,049,,,Compugen New Albany,44250.0,-82.80494540049781,40.104550038254644,building
0547277699,Ohio,OH,39,Franklin County,049,,,Compugen New Albany,32222.0,-82.808939324285,40.10367720079982,building
0548184239,Texas,TX,48,Collin County,085,Flexential,,Flexential Dallas - Richardson,68520.0,-96.7525015956488,32.99481331799373,building
0549418041,Texas,TX,48,Collin County,085,,,Experian McKinney Data Center,76624.0,-96.72550500041572,33.17179580069162,building
0553223628,California,CA,06,Santa Clara County,085,Stack Infrastructure,,Stack Infrastructure,78105.0,-121.89338203369857,37.40255873642884,building
0553223629,California,CA,06,Santa Clara County,085,Stack Infrastructure,,Stack Infrastructure,107993.0,-121.89238428102912,37.402212525793644,building
0553884511,Missouri,MO,29,Boone County,019,,,Carfax,39487.0,-92.28862384290709,38.9235119701765,building
0556564909,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 3,377755.0,-93.50646556541808,41.6670714224462,building
0556599693,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD71,Amazon IAD71,121176.0,-77.45750287997991,39.02790807231044,building
0556599694,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD50,Amazon IAD50,202194.0,-77.45968288935688,39.0295697612069,building
0556599695,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-60,Amazon IAD-60,110965.0,-77.4582461041282,39.02877370248201,building
0562775657,Ohio,OH,39,Licking County,089,Amazon Web Services,CMH50,Amazon Web Services  CMH50,161683.0,-82.75133937578003,40.094629756594486,building
0563533017,Virginia,VA,51,Lynchburg city,680,,,Verizon,18004.0,-79.14421961397291,37.41593853015035,building
0570397131,Texas,TX,48,Travis County,453,,,Thin-nology,9209.0,-97.59160304354108,30.421141229242764,building
0571010571,Connecticut,CT,09,Western Connecticut Planning Region,190,,,CyrusOne Norwalk,77778.0,-73.3886494484749,41.11309235035119,building
0577628941,Texas,TX,48,Travis County,453,,,Data Foundry - Texas 2,104857.0,-97.71307641626001,30.19958813781982,building
0578393557,Oregon,OR,41,Crook County,013,,,Apple Prineville Datacenter,15637209.0,-120.86582271934715,44.28457329429376,campus
0578412815,New Mexico,NM,35,Valencia County,061,Meta,,Meta Los Lunas Data Center,21836553.0,-106.77989614196927,34.8302282334924,campus
0578435601,Georgia,GA,13,Douglas County,097,Google,,Google Datacenter - Douglas County,2608502.0,-84.58522343651347,33.7505902365265,campus
0578438011,Iowa,IA,19,Pottawattamie County,155,Google,,Google data center Council Bluffs,2304742.0,-95.86449775401766,41.22165804807755,campus
0578443547,Illinois,IL,17,Cook County,031,Microsoft,,Microsoft - Azure Datacenter,306766.0,-87.91824122484651,41.923005619536646,building
0581234765,Kansas,KS,20,Ellis County,051,,,,11440.0,-99.30017320001076,38.872132850206235,building
0585998677,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 8,264412.0,-115.21425795862818,36.05783393923822,building
0585998678,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 9,286184.0,-115.21962785142699,36.05570755634566,building
0587103676,Texas,TX,48,Harris County,201,,,,98195.0,-95.57078462369283,29.82150611372374,building
0588273961,New Jersey,NJ,34,Somerset County,035,,,Comcast Hillsborough Data Center,10956.0,-74.61303785325867,40.49777184770175,building
0589070714,New Hampshire,NH,33,Rockingham County,015,Phillips Exeter Academy,,Information Technology Data Center,7733.0,-70.9505927450425,42.982091089771785,building
0589360530,Washington,WA,53,Snohomish County,061,,,Digital Fortress Lynnwood,24944.0,-122.28956096659816,47.8224251854351,building
0590213770,Texas,TX,48,Collin County,085,,,,33064.0,-96.65592593395881,33.13780536915544,building
0590213771,Texas,TX,48,Collin County,085,CyrusOne,,CyrusOne Allen,271378.0,-96.65995157388973,33.13852055876389,building
0592171280,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX52,Amazon Web Services us-west-2,151857.0,-119.65497937870387,45.8404435353901,building
0592257327,Oregon,OR,41,Umatilla County,059,Amazon Web Services,PDX51/54,Amazon PDX51/54,260806.0,-119.26773387516516,45.91744776004561,building
0596690174,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD80,Amazon IAD80,150443.0,-77.4528288502262,39.027108657277445,building
0596690175,Virginia,VA,51,Loudoun County,107,Equinix,DC12,Equinix Ashburn DC12,96380.0,-77.44975813852024,39.02300664154483,building
0597835788,Texas,TX,48,Collin County,085,Stream,DFW IV,Stream DFW IV,19684.0,-96.66164643777843,33.000144175089304,building
0597876719,Texas,TX,48,Dallas County,113,Rackspace,DFW3,Rackspace Richardson DFW3,112950.0,-96.71587662115734,32.96478869284149,building
0597876721,Texas,TX,48,Dallas County,113,Digital Realty,DFW17,Digital Realty Dallas DFW17,83615.0,-96.71321200734354,32.966281179214505,building
0597876722,Texas,TX,48,Dallas County,113,Digital Realty,DFW29,Digital Realty Dallas DFW29,122436.0,-96.71054642217494,32.96723267704504,building
0597876723,Texas,TX,48,Dallas County,113,,,,62460.0,-96.71119611224063,32.96625357197767,building
0597876724,Texas,TX,48,Dallas County,113,Digital Realty,DFW28,Digital Realty Dallas DFW28,122015.0,-96.7133081589403,32.96724066068804,building
0597876726,Texas,TX,48,Dallas County,113,Digital Realty,DFW35,Digital Realty Dallas DFW35,116539.0,-96.71029113488274,32.96504621467304,building
0597876730,Texas,TX,48,Dallas County,113,Digital Realty,DFW18,Digital Realty Dallas DFW18,222335.0,-96.71260861653484,32.96520380450456,building
0597876798,Texas,TX,48,Dallas County,113,Digital Realty,DFW16,Digital Realty Dallas DFW16,109470.0,-96.71558720321119,32.96607650613045,building
0597970806,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD36,Digital Realty Northern Virginia IAD36,112516.0,-77.47934369722755,39.001551831622926,building
0597970809,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD35,Digital Realty Northern Virginia IAD35,206225.0,-77.48059544638193,39.00051142251577,building
0597970811,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD37,Digital Realty Northern Virginia IAD37,144298.0,-77.47806996501424,39.00000986435985,building
0597970813,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD38,Digital Realty Northern Virginia IAD38,114543.0,-77.47718416154997,39.00110985023303,building
0598261190,Kansas,KS,20,Johnson County,091,,,,208766.0,-94.86769218932443,38.94013481905794,building
0598263496,Kansas,KS,20,Johnson County,091,,,,159861.0,-94.86448748694062,38.935650051201954,building
0600806974,California,CA,06,Santa Clara County,085,Equinix,SV10,Equinix SV10,86340.0,-121.78476265158875,37.241198528847725,building
0607483487,New Jersey,NJ,34,Gloucester County,015,,,,41058.0,-75.1953232668235,39.830930114115695,building
0607753694,Nebraska,NE,31,Douglas County,055,Verizon Wireless,,,38873.0,-96.14761886051996,41.22040844920032,building
0609126465,Florida,FL,12,Orange County,095,,,,107548.0,-81.39343863284896,28.61746822748528,building
0610827836,South Carolina,SC,45,Berkeley County,015,Google,,Google,146623.0,-80.04145344691864,33.064272175156376,building
0610845529,Maryland,MD,24,Anne Arundel County,003,,,TierPoint Baltimore BWI,33372.0,-76.68284506627651,39.213451704107975,building
0610977485,Virginia,VA,51,Loudoun County,107,NTT,VA2,NTT Ashburn VA2 Data Center,74197.0,-77.45763923535499,39.02501032438008,building
0612045611,New Jersey,NJ,34,Somerset County,035,,,Goldman Sachs,276729.0,-74.67032960036524,40.570372202161614,building
0617194689,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 11,230258.0,-115.21413677399552,36.05588519113039,building
0618339179,New Jersey,NJ,34,Somerset County,035,,,365 Bridgewater NJ,28468.0,-74.57387794234592,40.58147446747315,building
0626226408,South Carolina,SC,45,Berkeley County,015,Google,,Google Berkeley County Data Center,8310903.0,-80.0421585398253,33.063780165282196,campus
0626281456,Alabama,AL,01,Houston County,069,AngelTrax Mobile Video Surveillance Solutions,,AngelTrax Data Center,10736.0,-85.45584883805839,31.231904196338384,building
0626785488,New Mexico,NM,35,Valencia County,061,Meta,3,Meta,654433.0,-106.78382909936067,34.830246608460115,building
0633034071,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX58/61,Amazon Web Services us-west-2,284033.0,-119.65793309033623,45.841413570882,building
0634635617,Washington,WA,53,Pierce County,053,,,Centeris SH2 Build-to-Suit,93539.0,-122.27986153681454,47.15884380411737,building
0634638463,Washington,WA,53,Pierce County,053,,,Centeris SH1 Colocation,115786.0,-122.27930643656472,47.16085522590023,building
0635022480,Georgia,GA,13,Fulton County,121,Ascent,,Ascent - Atlanta Data Center,595317.0,-84.27302456443608,34.05713671179483,campus
0639176155,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft TRP2,169781.0,-98.80398520347534,29.41195432542485,building
0639176157,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft TRP1,177468.0,-98.80273022506276,29.41201232003809,building
0640148472,Washington,WA,53,Grant County,025,CyrusOne,,CyrusOne Quincy,1779563.0,-119.86960399091238,47.243696120678386,campus
0649319778,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC7,Digital Realty ACC7,409481.0,-77.46564263578888,39.01753209282454,building
0649365745,Virginia,VA,51,Loudoun County,107,,,NTT Ashburn Campus,2116133.0,-77.47198105085518,39.01773031842297,campus
0649365751,Virginia,VA,51,Loudoun County,107,NTT,VA3,NTT Ashburn VA3 Data Center,231924.0,-77.47037644027546,39.017182329202555,building
0649365764,Virginia,VA,51,Loudoun County,107,Digital Realty,,Digital Realty ACC9,329257.0,-77.46731852528757,39.015466253556106,building
0650412346,Texas,TX,48,Collin County,085,Flexential,,Flexential Dallas - Plano,266345.0,-96.66641048614594,33.00700226161309,building
0652034566,North Carolina,NC,37,Catawba County,035,,,,207083.0,-81.2602729686781,35.58705991324804,building
0664938835,Wisconsin,WI,55,Milwaukee County,079,,,Expedient Milwaukee,26099.0,-87.97785780206577,42.86317702172799,building
0667573133,Virginia,VA,51,Prince William County,153,Amazon IAD85,IAD85,Amazon Web Services,149064.0,-77.54172453948773,38.779381509444576,building
0667796922,Maine,ME,23,Cumberland County,005,FirstLight,,Oxford Networks,55383.0,-69.92315054547124,43.895071082625066,building
0671301768,Ohio,OH,39,Licking County,089,Meta,,Meta New Albany Data Center,663238.0,-82.7503408359755,40.06840826479164,building
0671838900,Texas,TX,48,Harris County,201,,,Rice Data Center,25487.0,-95.44332796622497,29.65814636487484,building
0673145182,Texas,TX,48,Tarrant County,439,Meta,,Facebook Fort Worth Datacenter,435206.0,-97.25507514509351,32.98499366327051,building
0673532692,Ohio,OH,39,Franklin County,049,Amazon Web Services,,Amazon Web Services,161809.0,-83.13517288858029,40.06115215749759,building
0675108684,Virginia,VA,51,Mecklenburg County,117,Microsoft,,Microsoft Boydton Data Center,11273954.0,-78.37655327186563,36.68537330801872,campus
0688722307,Virginia,VA,51,Henrico County,087,,,Bank of America Data Center,2209960.0,-77.23828608770066,37.49580861055279,campus
0693381106,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD68,Amazon IAD68,181794.0,-77.52095152964785,38.94868695570169,building
0693381107,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD81,Amazon IAD81,184907.0,-77.52183101959601,38.94838582329719,building
0693385812,Virginia,VA,51,Loudoun County,107,Google,ARA1,Google,215928.0,-77.52436899775581,38.943153938233976,building
0693390022,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD120,Amazon IAD120,188334.0,-77.49806149327199,38.95792208165856,building
0693390023,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD121,Amazon IAD121,154814.0,-77.49778688217901,38.95678305314267,building
0694493125,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,112036.0,-119.88757256028282,47.23765678799786,building
0694493126,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,116652.0,-119.88319200604496,47.2376291071034,building
0694493127,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,157324.0,-119.88329073906641,47.2367207945431,building
0694493128,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,162608.0,-119.88747588150466,47.236737102694484,building
0694602725,Washington,WA,53,Grant County,025,,,Vantage WA12,124695.0,-119.81372107907394,47.2539464411043,building
0696978351,Virginia,VA,51,Loudoun County,107,,,,48591.0,-77.47156052841791,39.01202683336313,building
0696985482,Virginia,VA,51,Loudoun County,107,,,,402308.0,-77.44987613850792,38.99945874398649,campus
0696992451,Virginia,VA,51,Prince William County,153,,,,989045.0,-77.54831684502851,38.790981521945255,campus
0697020849,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-58,Amazon IAD-58,136770.0,-77.44184182852638,38.98627873959049,building
0697020850,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-57,Amazon IAD-57,116533.0,-77.44263838662451,38.98699723329166,building
0697021948,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD64,Amazon IAD64,147547.0,-77.65291934437082,38.815132406574214,building
0697021949,Virginia,VA,51,Prince William County,153,Amazon,,,1278242.0,-77.65269565653945,38.81581597741176,campus
0697413741,Oregon,OR,41,Umatilla County,059,Amazon Web Services,PDX57/60,Amazon PDX57/60,271590.0,-119.26771376022243,45.913883188873065,building
0697415321,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX55,Amazon Web Services us-west-2,123601.0,-119.65544902618971,45.841174258389934,building
0697415323,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX56/59,Amazon Web Services us-west-2,263671.0,-119.6300360999594,45.85378606167028,building
0697417726,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX62,Amazon Web Services us-west-2,211981.0,-119.60370922412669,45.84665532541318,building
0700001774,Washington,WA,53,Grant County,025,Microsoft,,Microsoft MWH Data Center,8381023.0,-119.8877101714477,47.23776925892085,campus
0700431553,Oregon,OR,41,Wasco County,065,Google,,Google Taylor Lake Data Center,1100932.0,-121.20240398131145,45.63852891759571,campus
0701923200,Virginia,VA,51,Loudoun County,107,Quality Technology Services,,QTS Ashburn 1,164144.0,-77.4501710952684,38.99951534656983,building
0701923202,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD40,Digital Realty Northern Virginia IAD40,244372.0,-77.46725431679587,39.006454342484155,building
0701923203,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD39,Digital Realty Northern Virginia IAD39,549223.0,-77.46762344628391,39.0077179647985,building
0701923204,Virginia,VA,51,Loudoun County,107,Digital Realty,,Digital Realty ACC10,289043.0,-77.46553606881868,39.01270664038011,building
0701924664,Virginia,VA,51,Loudoun County,107,Vantage,VA12,Vantage VA12,224621.0,-77.43982021083254,39.00065496674865,building
0701924665,Virginia,VA,51,Loudoun County,107,Vantage Data Centers,VA11,Vantage VA11,127578.0,-77.43766056847713,39.00239460734179,building
0701924667,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD90,Amazon IAD90,147749.0,-77.41165153795028,38.988603084770965,building
0701924668,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD91,Amazon IAD91,149486.0,-77.4111191682655,38.98784716047374,building
0701924669,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD92,Amazon IAD92,149857.0,-77.41047540861862,38.98694260549739,building
0701929066,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD144,Amazon IAD144,150384.0,-77.42742182982602,38.981642917536455,building
0701930919,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA8,CyrusOne NVA8,154011.0,-77.41322000920242,39.021167383773054,building
0701930920,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD98,Amazon IAD98,150826.0,-77.43388565556344,39.02022492908554,building
0701930921,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD99,Amazon IAD99,150804.0,-77.43402989103284,39.01916893584492,building
0701930929,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD114,Amazon IAD114,148005.0,-77.45069857065232,39.035494077540484,building
0701930930,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD115,Amazon IAD115,146333.0,-77.44979480828682,39.036294021450345,building
0701931819,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD65,Amazon IAD65,149859.0,-77.49440871101989,38.91699054054754,building
0701931820,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD150,Amazon IAD150,213595.0,-77.47725088518797,38.91607635389445,building
0706081342,New Mexico,NM,35,Bernalillo County,001,,,725,43011.0,-106.54217512466619,35.04834871785767,building
0706725650,Virginia,VA,51,Loudoun County,107,,,True North Data Center,1710747.0,-77.53931759776646,39.04318859567258,campus
0706726088,Virginia,VA,51,Loudoun County,107,Google,,Stonewall Creek Business Park,1292158.0,-77.53939916591042,39.05143204976116,campus
0706759844,Oregon,OR,41,Crook County,013,Apple,,Apple Prineville Datacenter,344665.0,-120.87021590519326,44.287277268781224,building
0706759845,Oregon,OR,41,Crook County,013,Meta,,"Meta Prineville Data Center, phase 3",328376.0,-120.88151890467707,44.29368315614664,building
0706776322,Oregon,OR,41,Umatilla County,059,Amazon Web Services,PDX80,Amazon PDX80,215703.0,-119.36661621765712,45.79780879526037,building
0708155014,Virginia,VA,51,Henrico County,087,Quality Technology Services,,QTS Richmond Data Center,3801096.0,-77.24588647315302,37.48900065235947,campus
0708916484,Virginia,VA,51,Loudoun County,107,,,,144382.0,-77.47827343879716,39.01541716578102,building
0708931343,Tennessee,TN,47,Montgomery County,125,Google LLC,,Google Montgomery Data Center,26597517.0,-87.26001415580318,36.62857908968418,campus
0710070925,Virginia,VA,51,Loudoun County,107,Google,,Google Data Center,140634.0,-77.53957659001316,39.052640581183034,building
0711811006,Wyoming,WY,56,Laramie County,021,University Corporation for Atmospheric Research,,,571755.0,-104.89703157236752,41.128699837871046,campus
0713410334,Georgia,GA,13,Douglas County,097,,ATL1,Centersquare Atlanta ATL1,249314.0,-84.58121647346032,33.74422840992556,building
0713428715,Illinois,IL,17,Cook County,031,Digital Realty,CH3,Digital Realty CH3,348220.0,-87.96490377244766,41.99439647260606,building
0713433204,Illinois,IL,17,Cook County,031,Digital Realty,CH2,Digital Realty CH2,302974.0,-87.95773561339536,41.994463823169475,building
0714120969,Texas,TX,48,Collin County,085,,DFW3,DataBank Plano Data Center,375691.0,-96.81513069944252,33.08756902002125,campus
0714139865,New Jersey,NJ,34,Hudson County,017,Equinix,,Equinix Secaucus NY6,70938.0,-74.07270033730752,40.77751886890039,building
0714622339,Virginia,VA,51,Loudoun County,107,Google,,Google Data Center,2143143.0,-77.52625036711285,38.942771434884214,campus
0714622340,Virginia,VA,51,Loudoun County,107,,,Amazon Fadeley III,1654964.0,-77.5215991553083,38.94833223285257,campus
0714776107,Texas,TX,48,Harris County,201,Skybox,,Skybox Houston One,344540.0,-95.75545033077461,29.80286842346413,campus
0714889192,Alabama,AL,01,Jackson County,071,Google LLC,,Google Jackson County Data Center,7582142.0,-85.74826082398661,34.91433370914624,campus
0714941629,Nebraska,NE,31,Sarpy County,153,Meta,,Facebook Data Center,5866888.0,-96.14374045574681,41.121786870864284,campus
0714943309,New Jersey,NJ,34,Somerset County,035,PSE&G,,PSE&G Delivery Emergency Response Center,85030.0,-74.51939325696017,40.57989412652374,building
0715098032,North Carolina,NC,37,Cleveland County,045,,,T5 Charlotte Campus,379990.0,-81.3950094307914,35.25044990396285,campus
0718465287,Minnesota,MN,27,Olmsted County,109,,,Epic / Mayo Data Center,48317.0,-92.52212055150672,44.07081644375691,building
0723117951,Ohio,OH,39,Franklin County,049,,NAL01,STACK New Albany,563283.0,-82.8007477594743,40.106353701609386,campus
0729192992,Oregon,OR,41,Washington County,067,Quality Technology Services,,QTS Data Center Bld 1,157854.0,-122.92783045218712,45.5587671541041,building
0729376485,New Jersey,NJ,34,Middlesex County,023,,,,159389.0,-74.24350729682129,40.584343135171615,building
0729696933,Utah,UT,49,Salt Lake County,035,Flexential,,Flexential Salt Lake City - Downtown,63362.0,-111.9548376637448,40.75630658141078,building
0733721782,Oregon,OR,41,Marion County,047,State of Oregon,,Oregon State Data Center,46536.0,-123.00186141171869,44.92654909196885,building
0734323663,Oregon,OR,41,Washington County,067,Digital Realty,,Digital Realty PDX11 Data Center,283056.0,-122.91685270250117,45.56799342826787,building
0741629998,Florida,FL,12,Broward County,011,Flexential,,Flexential Fort Lauderdale,73580.0,-80.1932966507533,26.19008571894419,building
0744177375,Texas,TX,48,Montgomery County,339,,,,126121.0,-95.48652634626161,30.17778285074309,building
0744491691,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD145,Amazon IAD145,103663.0,-77.42462548735712,38.98255213281915,building
0744496741,Virginia,VA,51,Loudoun County,107,,,,102452.0,-77.41909467085335,39.02369830815542,building
0744496750,Virginia,VA,51,Loudoun County,107,,,,102630.0,-77.4204392822443,39.024346009838304,building
0746278786,Nevada,NV,32,Clark County,003,Flexential,,Flexential Las Vegas - North,110728.0,-115.10126087457563,36.24816478211208,building
0752001022,Oregon,OR,41,Deschutes County,017,,,,11249.0,-121.3285496442757,44.04740740013566,building
0755540694,Michigan,MI,26,Genesee County,049,,,,36835.0,-83.77960216531768,42.968713165412495,building
0756382879,New Jersey,NJ,34,Somerset County,035,,,,19551.0,-74.70962307676368,40.59934510477914,building
0756382880,New Jersey,NJ,34,Somerset County,035,,,,54527.0,-74.71011198716056,40.59971850671679,building
0756778306,New Mexico,NM,35,Valencia County,061,Meta,2,Meta,543736.0,-106.78034710972685,34.83004000903251,building
0758278314,North Carolina,NC,37,Wake County,183,,,iGLASS Networks,8134.0,-78.7839857849851,35.76675058444294,building
0758426349,Montana,MT,30,Granite County,039,,,,1510.0,-113.29267194552415,46.332131620164844,building
0758580536,New Jersey,NJ,34,Somerset County,035,,,Vital Records,7942.0,-74.68281624993381,40.528071800135834,building
0761185667,New Jersey,NJ,34,Somerset County,035,,,Verizon Wireless NE Headquarters,156691.0,-74.70559634852465,40.555692492579,building
0762116506,Virginia,VA,51,Henrico County,087,Meta,,Meta Henrico Data Center,588189.0,-77.23731114669016,37.483928208517945,building
0772827597,Oregon,OR,41,Crook County,013,Meta,,Meta Prineville Data Center,630160.0,-120.87943460143899,44.29909531760913,building
0772827601,Oregon,OR,41,Crook County,013,Meta,,Meta Prineville Data Center,622980.0,-120.88988386659982,44.30125484226488,building
0773848531,Michigan,MI,26,Wayne County,163,US Signal,,,24599.0,-83.44414059814616,42.23532661902879,building
0775412066,Nevada,NV,32,Washoe County,031,,,,89831.0,-119.54236274853604,39.567714399752035,building
0775412067,Nevada,NV,32,Washoe County,031,,,,89571.0,-119.54320948328537,39.5675010277547,building
0775412068,Nevada,NV,32,Washoe County,031,,,,88594.0,-119.54438836390534,39.56716047141003,building
0775412069,Nevada,NV,32,Washoe County,031,,,,92133.0,-119.54522686760028,39.56692084061534,building
0775412072,Nevada,NV,32,Washoe County,031,,,,90711.0,-119.54797410085595,39.56575835137741,building
0775412073,Nevada,NV,32,Washoe County,031,,,,89076.0,-119.54768980080748,39.56510625130509,building
0777196805,Pennsylvania,PA,42,Lehigh County,077,,,Allentown-TekPark,146248.0,-75.65431290741553,40.544236191070645,building
0777679751,New Mexico,NM,35,Valencia County,061,Meta,1,Meta,654617.0,-106.77647063706308,34.83028297052058,building
0778989332,Colorado,CO,08,Douglas County,035,,,,28132.0,-104.83358763919368,39.559071701051366,building
0780063735,California,CA,06,Solano County,095,,,PG&E Datacenter,55270.0,-122.06720998673872,38.24625878204932,building
0781370600,Arizona,AZ,04,Maricopa County,013,CyrusOne,PHX6,CyrusOne PHX6,98354.0,-111.88253182214665,33.26757617844676,building
0788027103,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 4,606958.0,-93.5163073612244,41.66773731235317,building
0793087858,Virginia,VA,51,Loudoun County,107,Digital Realty,,Digital Realty Building P,396985.0,-77.45822142581041,39.00867671486767,building
0793087859,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD118,Amazon IAD118,105629.0,-77.43883923491134,39.018507335901674,building
0793622740,Virginia,VA,51,Loudoun County,107,Aligned,,Aligned Ashburn,140140.0,-77.47057790756794,39.01362014126082,building
0793888408,Virginia,VA,51,Loudoun County,107,Equinix,DC15,Equinix Ashburn DC15,76665.0,-77.45025584399268,39.02250015234666,building
0793888427,Virginia,VA,51,Loudoun County,107,Sabey Data Centers,,Sabey Intergate.Ashburn (Building A),131966.0,-77.47998800496838,39.01449812159213,building
0793888429,Virginia,VA,51,Loudoun County,107,NTT,VA5,NTT Ashburn VA5 Data Center,124046.0,-77.47261400700225,39.01829557276318,building
0793888430,Virginia,VA,51,Loudoun County,107,NTT,VA4,NTT Ashburn VA4 Data Center,160282.0,-77.4725949606788,39.01986885247178,building
0794147654,Virginia,VA,51,Loudoun County,107,CloudHQ,LC1,CloudHQ LC1,499194.0,-77.46278492885698,39.01015664517334,building
0794147655,Virginia,VA,51,Loudoun County,107,CloudHQ,LC2,CloudHQ LC2,252770.0,-77.46245654474912,39.011764196036246,building
0794147657,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD146,Amazon IAD146,103076.0,-77.43559835674786,38.9967245725433,building
0795384117,Arizona,AZ,04,Maricopa County,013,Microsoft,PHX-10,PHX-10,246184.0,-112.36482981743815,33.40794624396243,building
0795853621,Nebraska,NE,31,Sarpy County,153,Meta,,Sarpy County Power Park East,6328972.0,-96.13369592098519,41.121992143129596,campus
0796933516,Virginia,VA,51,Loudoun County,107,Equinix,DC21,Equinix Ashburn DC21,78960.0,-77.45455809493463,39.01182263851143,building
0802054282,New York,NY,36,Westchester County,119,,,,13426.0,-73.89790099960554,40.95126975040574,building
0802160675,Ohio,OH,39,Licking County,089,Meta,,Meta New Albany Data Center,663286.0,-82.74890966242867,40.06527171787832,building
0807374322,Washington,WA,53,Grant County,025,,,,216848.0,-119.8951561143571,47.23709780537748,building
0808979618,Arizona,AZ,04,Maricopa County,013,,,EdgeCore,112901.0,-111.6195525034396,33.344131138754335,building
0812630939,Michigan,MI,26,Wayne County,163,Comcast,,Comcast,953.0,-83.19821400000001,42.21390200001323,building
0813532303,Colorado,CO,08,El Paso County,041,SAP,COS02,SAP COS02,47705.0,-104.78638139764935,38.98888835974735,building
0813688319,Washington,WA,53,Douglas County,017,,,,102013.0,-120.2139439565477,47.407272121002116,building
